"Binalonan, Pangasinan — Central Agricultural Production Dataset",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Crop
Type",Barangay,Month,Year,"Season /
Period",Phase,"Rainfall
(mm/day)","Avg Temp
(°C)","Min Temp
(°C)","Max Temp
(°C)","Humidity
(%)","Surface
Pressure (kPa)","Solar Rad.
(MJ/m²/day)","Climate
Type","Climate
Season",Soil Type,Terrain Type,"Elevation
(m asl)","Nearest
Water Body","Land Size
(ha)","Irrigated
Area (ha)","Rainfed
Area (ha)","Total Area
Planted (ha)","Area
Harvested (ha)","Production
(MT)","Yield
(MT/ha)","Primary Planting
Technique",Tillage Method,Water Management
Palay,Cili,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,,,,1.05,8.40,8.00,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,6.13,34.61,5.65,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,3.12,23.20,7.44,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,2.82,22.56,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,7.70,13.50,1.75,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,,,,4.26,34.08,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,3.41,27.28,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,4.35,34.80,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,,3.95,25.27,6.40,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,3.00,13.50,4.50,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Mangkasuy,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,6.14,30.76,5.01,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,May,2013,DS 2012-2013,Harvest,5.60,28.14,23.40,37.44,75.27,98.29,20.34,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,3.80,30.40,8.00,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,6.85,36.02,5.26,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,6.75,35.53,5.26,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,6.15,29.90,4.86,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sumabnit,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,6.37,35.79,5.62,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,6.20,30.22,4.87,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,8.97,36.81,4.10,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,8.67,19.47,2.25,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Sur,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,4.30,34.40,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,4.36,34.88,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Maria Norte,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,,6.28,31.75,5.06,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,8.20,24.47,2.98,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Mangkasuy,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,22.90,113.01,4.93,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,May,2014,DS 2013-2014,Harvest,5.24,28.82,22.25,36.86,72.27,98.33,23.05,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,6.59,35.52,5.39,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,4.85,29.41,6.06,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,12.55,68.22,5.44,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Sumabnit,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,5.45,28.38,5.21,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,15.00,74.25,4.95,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Mangkasuy,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,6.40,34.79,5.44,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,7.00,31.99,4.57,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,14.00,82.01,5.86,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,,,,5.00,25.00,5.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,26.40,131.10,4.97,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,15.00,100.38,6.69,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Santiago,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,5.57,34.76,6.24,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,7.15,18.64,2.61,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Cili,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,Alibeng River,264.60,,,,8.81,23.95,2.72,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Moreno,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Moderately Sloping / Highland,90,Alibeng River,641.76,,,,3.55,28.40,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention; terrace or bund-assisted water retention essential on slopes
Palay,Bugayong,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,7.58,21.83,2.88,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Sta. Maria Norte,May,2020,DS 2019-2020,Harvest,6.19,28.48,23.26,36.04,77.87,98.30,21.17,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,157.08,,,,0.50,4.00,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Norte,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,1.10,5.23,4.75,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,12.56,40.76,3.25,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,5.46,13.50,2.47,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Catalina,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,3.19,25.52,8.00,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
Palay,Sumabnit,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,19.73,102.68,5.20,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,7.87,62.96,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Mangkasuy,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,43.32,110.05,2.54,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Pablo,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,San Pablo Creek,215.04,,,,8.35,66.80,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Balangobong,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,281.40,,,,8.22,65.76,8.00,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,San Felipe Central,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,452.76,,,,5.06,23.91,4.73,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,San Felipe Sur,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,504.00,,,,6.05,48.40,8.00,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Pasileng Sur,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,414.96,,,,6.89,30.26,4.39,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Bugayong,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam / Silty Clay Loam,Flat / Lowland,30,Aloragat River,346.08,,,,4.12,16.46,4.00,Transplanting (Pindot) — recommended; Direct Seeding possible in dry season,Conventional Tillage: 2 plowings + harrowing; puddle thoroughly for transplanting,Intermittent to continuous flooding; manage according to drainage section present
Palay,Santiago,May,2021,DS 2020-2021,Harvest,4.18,29.28,22.18,38.38,71.22,98.29,24.03,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,283.08,,,,4.39,31.59,7.20,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Pasileng Norte,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,140.28,,,,75.00,397.92,5.31,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Tabuyoc,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam,Flat / Lowland,30,—,277.20,,,,130.00,724.94,5.58,Transplanting (Pindot) — optimal for clay-loam paddy fields,Wet Tillage (Puddling): 2 plowings + thorough harrowing under flooded condition,Continuous flooding 2–5 cm depth during vegetative stage; drain 2 weeks before harvest
Palay,Camanggaan,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,244.44,,,,9.66,23.18,2.40,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Sta. Catalina,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Fine Sand / Sandy Loam,Moderately Sloping / Highland,90,—,709.80,,,,9.00,33.61,3.73,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk; terrace or bund-assisted water retention essential on slopes
Palay,Sumabnit,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Silty Clay Loam / Fine Sandy Loam,Flat / Lowland,30,Tagamusing River,406.56,,,,72.00,358.04,4.97,Transplanting (Pindot),Minimum Tillage (avoid compaction; sandy structure fragile),Continuous flooding or frequent irrigation; high percolation risk
Palay,Capas,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,—,377.16,,,,105.00,576.44,5.49,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
Palay,Mangkasuy,May,2023,DS 2022-2023,Harvest,7.75,28.52,22.41,37.39,76.47,98.20,21.19,Type I – Tropical Monsoon (PAGASA),Wet,Sandy Loam,Flat / Lowland,30,Tagamusing River,802.20,,,,50.00,279.34,5.59,Transplanting (Pindot) or Direct Seeding (Pinaghandaan),Conventional Tillage: 2 plowings + 2 harrowings; soil workable when moist,Intermittent irrigation (Alternate Wetting and Drying — AWD); moderate retention
